0.33820556,0.9154735089,0.1890777292,0.1470445031,0.1197069828,0.1908369791,0.1415189839,0.6699942935,1.5111032323,0.1575332562,0.4967470309
-0.1537205766,-0.9696072431,-2.3960619344,-1.7663463426,-2.3992847703,-2.398808701,-1.689343082,-2.3727859018,-0.9504310906,-2.3995345666,-2.3975609331
0.3641323472,0.9916129014,0.1917745411,0.1490657588,0.1226482385,0.1675558923,0.3317844141,0.9928387048,1.5311661228,0.1526419813,0.5085495679
-0.1259997707,-1.2013449493,-2.3997220138,-1.7799464304,-2.3943571497,-2.398143641,-1.706100503,-1.2869495026,-0.9596143686,-2.3988347227,-2.3974532801
0.2488081466,0.8489132553,0.2227458012,0.158939212,0.1362959029,0.1852165598,0.1655099525,0.8405855512,1.5257621107,0.1699774468,0.4427190557
-0.1725913452,-1.0486719513,-2.3985441617,-1.6490234843,-2.3984626862,-2.3992621376,-1.6650072878,-2.3846460434,-1.2148065505,-2.3997535291,-2.3918854883
0.9095932699,0.8555178017,0.2128509557,0.1775308161,0.1117855743,0.1851134948,0.2380356942,1.2571352858,1.5891954993,0.1617105233,0.5314560395
-0.1851654392,-0.9799546901,-2.3992613149,-1.7446411117,-2.3993505509,-2.3994496975,-1.691168381,-2.3490082519,-0.8829671582,-2.3996394438,-2.3996752092
0.5902412856,1.0353439797,0.2060334378,0.158275863,0.1039807539,0.174457523,0.1360487417,0.967343345,1.5091454375,0.1770287442,0.4425327904
-0.1078947751,-0.9232708652,-2.398297984,-1.7829745613,-2.3980651441,-2.3989290112,-1.758053456,-2.3866221833,-1.1834929681,-2.3993671991,-2.3954096504
0.3545938422,1.0068733027,0.1871871084,0.1469533756,0.1370120176,0.1755083828,0.180079291,0.8044317399,1.5581064129,0.1399735827,0.4755969809
-0.1616300617,-1.1056670588,-2.3966245074,-1.6870353668,-2.3868284644,-2.3999221622,-1.747233835,-2.3493668592,-0.9656461424,-2.3988138114,-2.3975395111
0.7557201376,0.7770317415,0.1950210554,0.1617441216,0.1111892347,0.1898305936,0.1544155669,1.0793977076,1.6090226064,0.1644999566,0.4723839002
-0.1261476266,-1.1435891705,-2.399758298,-1.682589251,-2.3920170891,-2.3984033126,-1.7103511994,-1.4236626157,-0.9433287692,-2.3993027699,-2.3998931445
0.2581947029,1.1381851031,0.2133929254,0.1519533834,0.120000615,0.1802741562,0.1633357765,1.2911918272,1.5672338131,0.1481823946,0.506229355
-0.0579775021,-1.176380748,-2.3973147238,-1.7230166724,-2.3976933078,-2.3996000927,-1.6673651752,-2.3630292017,-0.9409731482,-2.3997756766,-2.3964789155
0.2158148406,1.0087421467,0.2441395251,0.1663078094,0.1197005291,0.2023085235,0.2536960171,0.9377258995,1.5757041541,0.1522202862,0.4298322847
-0.2965588327,-0.9797318777,-2.3975564434,-1.5852872662,-2.394542912,-2.399754041,-1.761086433,-2.3771209699,-0.9304575027,-2.3995802791,-2.3992435517
0.2718699399,0.9819835315,0.2255713192,0.1622293275,0.1362092914,0.1829621001,0.1601165698,1.2330181181,1.6756461052,0.16526439,0.4649326582
-0.1629581399,-0.9563556781,-2.3932739592,-1.6805828506,-2.396348592,-2.399865574,-1.7057273425,-2.3829703755,-0.9650374981,-2.3994965885,-2.397737212
