  2712 SUCCESS  37   3     701     359784     513.24
  9740 SUCCESS  55   3     621     330171     531.68
  6654 SUCCESS 200   3     677     439861     649.72
  3664 SUCCESS  39   3     648     379010     584.89
  5995 SUCCESS 200   4     875     565365     646.13
  3531 SUCCESS  39   3     623     417510     670.16
  5584 SUCCESS 146   5     995     641083     644.30
  1259 SUCCESS 108   6    1280     873240     682.22
  6040 SUCCESS 188   6    1144     692935     605.71
  5095 SUCCESS  23   8    1439     912837     634.36
   371 SUCCESS 200   9    1835    1099440     599.15
  7551 SUCCESS 132  14    2560    1615455     631.04
  1896 SUCCESS 200  18    3487    2572512     737.74
  9684 SUCCESS  65  18    3590    2587107     720.64
  7628 SUCCESS 121   3     615     404143     657.14
  7100 SUCCESS  13   3     676     380681     563.14
  2758 SUCCESS  21   3     665     369127     555.08
  5632 SUCCESS  57   3     617     341685     553.78
  9382 SUCCESS 118   3     604     350565     580.41
  9948 SUCCESS  92   5    1074     712192     663.12
  4068 SUCCESS 105   5    1030     500283     485.71
  3119 SUCCESS 193  31    4580    3334017     727.95
  3713 SUCCESS  29   9    1506     881904     585.59
  5731 SUCCESS 158   9    1687    1055066     625.41
  7957 SUCCESS 185  11    2130    1446986     679.34
  1145 SUCCESS 141  13    2265    1349840     595.96
  6118 SUCCESS 141  20    3621    2517369     695.21
  6192 SUCCESS  18  23    3811    2607788     684.28
  3615 SUCCESS  33  28    4847    3375724     696.46
