  6192 SUCCESS  17   2     476     309951     651.16
  1259 SUCCESS  59   3     655     481879     735.69
  1145 SUCCESS  17   2     495     353304     713.75
  3615 SUCCESS 171   5     821     597637     727.94
  4068 SUCCESS  85   3     651     497159     763.69
   371 SUCCESS 169   3     646     469584     726.91
  3713 SUCCESS 200   4     756     501762     663.71
  7957 SUCCESS 173   9    1805    1231308     682.17
  6654 SUCCESS  57   8    1508     893145     592.27
  2712 SUCCESS 139  11    1896    1407497     742.35
  5095 SUCCESS  13   2     480     285260     594.29
  5731 SUCCESS 169   8    1593    1187502     745.45
  7628 SUCCESS 200   9    1651    1043579     632.09
  9948 SUCCESS 169  14    2454    1769056     720.89
  6118 SUCCESS 172  11    1706    1187154     695.87
  7551 SUCCESS 196  13    2364    1680207     710.75
  9382 SUCCESS  30  13    2167    1540566     710.92
  3664 SUCCESS  13   3     630     424829     674.33
  3531 SUCCESS 200  14    2745    2080821     758.04
  7100 SUCCESS 184  28    4150    2872740     692.23
  5584 SUCCESS 200   4     851     604235     710.03
  9684 SUCCESS 186   5     872     556422     638.10
  6040 SUCCESS 200   7    1266     925801     731.28
  5632 SUCCESS  62   8    1416     918821     648.88
  5955 SUCCESS  48  18    3224    2242330     695.51
  9740 SUCCESS 200  22    3954    2950873     746.30
  2758 SUCCESS 155  26    4419    2774754     627.91
  3119 SUCCESS 200  27    4496    3282155     730.02
  1896 SUCCESS 200  32    5568    3966118     712.31
