   741 SUCCESS  64   3     637     386358     606.53
  9948 SUCCESS  26   3     674     367872     545.80
  7628 SUCCESS 118   6    1215     884968     728.37
  1259 SUCCESS 168   6    1280     859413     671.42
  4507 SUCCESS  25   6    1252     681521     544.35
  4068 SUCCESS 200   6    1225     681308     556.17
  9086 SUCCESS 125   9    1736    1136859     654.87
  2758 SUCCESS 200   4     865     545625     630.78
   371 SUCCESS  20   7    1503     793210     527.75
  7551 SUCCESS 200   9    1798    1180288     656.44
  1145 SUCCESS  28   9    1758    1175313     668.55
  7100 SUCCESS 167  10    1969    1371211     696.40
  5632 SUCCESS  33   3     617     342780     555.56
  5987 SUCCESS 200  10    1910    1374865     719.82
  3615 SUCCESS 200  14    2399    1649730     687.67
   862 SUCCESS 192  11    2059    1243656     604.01
  7957 SUCCESS 145  15    2834    1883711     664.68
  5731 SUCCESS  72  12    2087    1534367     735.20
  3713 SUCCESS 162   9    1604     990420     617.47
  6192 SUCCESS 170  18    3208    2359111     735.38
  9382 SUCCESS 200  15    2917    2056350     704.95
  6654 SUCCESS 200   3     677     439861     649.72
  3664 SUCCESS  97   3     648     380289     586.87
  7551 SUCCESS  53   3     673     354305     526.46
  3531 SUCCESS  31   3     623     420131     674.37
  2712 SUCCESS 200   4     901     541140     600.60
  9740 SUCCESS  82   4     821     529595     645.06
  5584 SUCCESS 139   5    1038     665046     640.70
  9684 SUCCESS 168   5    1115     706807     633.91
  1896 SUCCESS  17   5    1051     622052     591.87
  5955 SUCCESS  56   9    1830    1227105     670.55
  6118 SUCCESS 200  10    1854    1384769     746.91
  5095 SUCCESS  15  13    2350    1557608     662.81
  6040 SUCCESS 151  15    2988    2291765     766.99
  3119 SUCCESS 200  19    3594    2764389     769.17
